smiles
C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO
COc1cc(CCCc2cc(C(=CCc3ccc(O)c(OC)c3)c3cc(O)c(OC)cc3O)c(OC)cc2O)ccc1O
C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O
CNC1=CC=CC=C1C(=O)OC2C(OC(C2O)N3C=NC4=C(N=CN=C43)N)COP(=O)(O)OP(=O)(O)O
